ID,Conference,Year,Authors,Item Title,Item DOI,URL,MSR,SA,Included?,Ivano's notes,Mohamed?s answer
146,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,A. Leigh; M. Wermelinger; A. Zisman,An Evaluation of Design Rule Spaces as Risk Containers,10.1109/WICSA.2016.34,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516850,No,Yes,No,,
147,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,A. Vogelsang; H. Femmer; M. Junker,Characterizing Implicit Communal Components as Technical Debt in Automotive Software Systems,10.1109/WICSA.2016.28,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516809,No,Yes,No,,
148,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,N. A. Ernst; M. Popeck; F. Bachmann; P. Donohoe,Creating Software Modernization Roadmaps: The Architecture Options Workshop,10.1109/WICSA.2016.39,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516813,No,Yes,No,,
149,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,D. Amalfitano; V. De Simone; A. R. Fasolino; M. Lubrano; S. Scala,Introducing Software Product Lines in Model-Based Design Processes: An Industrial Experience,10.1109/WICSA.2016.36,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516848,No,Yes,No,,
150,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,N. B. Harrison; E. Gubler; D. Skinner,Software Architecture Pattern Morphology in Open-Source Systems,10.1109/WICSA.2016.8,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516815,Yes,Yes,Yes,,
151,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,?Å. Darvas; R. Konnerth,System Architecture Recovery Based on Software Structure Model,10.1109/WICSA.2016.22,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516817,Yes,Yes,Yes,,
152,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,J. Klein; I. Gorton; L. Alhmoud; J. Gao; C. Gemici; R. Kapoor; P. Nair; V. Saravagi,Model-Driven Observability for Big Data Storage,10.1109/WICSA.2016.27,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516821,Yes,Yes,Yes,,
153,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,A. Gallidabino; C. Pautasso; V. Ilvonen; T. Mikkonen; K. Syst??; J. Voutilainen; A. Taivalsaari,On the Architecture of Liquid Software: Technology Alternatives and Design Space,10.1109/WICSA.2016.14,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516819,No,Yes,No,,
154,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,M. M. Bersani; F. Marconi; D. A. Tamburri; P. Jamshidi; A. Nodari,Continuous Architecting of Stream-Based Systems,10.1109/WICSA.2016.26,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516823,No,Yes,No,,
155,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,D. Gesvindr; B. Buhnova,Architectural Tactics for the Design of Efficient PaaS Cloud Applications,10.1109/WICSA.2016.42,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516825,No,Yes,No,,
156,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,D. M. Le; C. Carrillo; R. Capilla; N. Medvidovic,Relating Architectural Decay and Sustainability of Software Systems,10.1109/WICSA.2016.15,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516827,Yes,Yes,Yes,,
157,2016 13th Working IEEE/IFIP Conference on [::Software::] [::Architecture::] (WICSA),2016,E. Yuan; S. Malek,Mining Software Component Interactions to Detect Security Threats at the Architectural Level,10.1109/WICSA.2016.12,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516831,Yes,Yes,Yes,,
158,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,K. E. Harper; J. Zheng,Exploring Software Architecture Context,10.1109/WICSA.2015.22,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158512,No,Yes,No,,
159,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,L. Chen,Towards Architecting for Continuous Delivery,10.1109/WICSA.2015.23,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158514,No,Yes,No,,
160,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,E. Poort; E. Van Der Vliet,Architecting in a Solution Costing Context: Early Experiences with Solution-Based Estimating,10.1109/WICSA.2015.9,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158513,No,Yes,No,,
161,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,J. Musil; A. Musil; D. Weyns; S. Biffl,An Architecture Framework for Collective Intelligence Systems,10.1109/WICSA.2015.30,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158500,No,Yes,No,,
162,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,I. Groher; R. Weinreich,A Study on Architectural Decision-Making in Context,10.1109/WICSA.2015.27,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158499,No,Yes,No,,
163,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,A. Caracciolo; M. F. Lungu; O. Nierstrasz,A Unified Approach to Architecture Conformance Checking,10.1109/WICSA.2015.11,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158502,No,Yes,No,,
164,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,D. A. Tamburri; E. Di Nitto,When Software Architecture Leads to Social Debt,10.1109/WICSA.2015.16,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158504,No,Yes,No,,
165,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,M. Naab; S. Braun; T. Lenhart; S. Hess; A. Eitel; D. Magin; R. Carbon; F. Kiefer,Why Data Needs more Attention in Architecture Design - Experiences from Prototyping a Large-Scale Mobile App Ecosystem,10.1109/WICSA.2015.13,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158506,No,Yes,No,,
166,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,U. Eliasson; R. Heldal; P. Pelliccione; J. Lantz,Architecting in the Automotive Domain: Descriptive vs Prescriptive Architecture,10.1109/WICSA.2015.18,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158510,No,Yes,No,,
167,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,I. Gorton; J. Klein; A. Nurgaliev,Architecture Knowledge for Evaluating Scalable Databases,10.1109/WICSA.2015.26,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158508,No,Yes,No,,
168,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,L. D. Couto; P. W. V. Tran-J??rgensen; J. W. Coleman; K. Lausdahl,Migrating to an Extensible Architecture for Abstract Syntax Trees,10.1109/WICSA.2015.10,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158516,No,Yes,No,,
169,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,F. Haupt; F. Leymann; C. Pautasso,A Conversation Based Approach for Modeling REST APIs,10.1109/WICSA.2015.20,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158518,No,Yes,No,,
170,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,A. Martini; J. Bosch,The Danger of Architectural Technical Debt: Contagious Debt and Vicious Circles,10.1109/WICSA.2015.31,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158498,No,Yes,No,,
171,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,E. Cavalcante; T. Batista; F. Oquendo,Supporting Dynamic Software Architectures: From Architectural Description to Implementation,10.1109/WICSA.2015.21,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158501,No,Yes,No,,
172,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,R. Mo; Y. Cai; R. Kazman; L. Xiao,Hotspot Patterns: The Formal Definition and Automatic Detection of Architecture Smells,10.1109/WICSA.2015.12,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158503,Yes,Yes,Yes,,
173,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,Z. Li; P. Liang; P. Avgeriou,Architectural Technical Debt Identification Based on Architecture Decisions and Change Scenarios,10.1109/WICSA.2015.19,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158505,No,Yes,No,,
174,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,O. Zimmermann; L. Wegmann; H. Koziolek; T. Goldschmidt,"Architectural Decision Guidance Across Projects - Problem Space Modeling, Decision Backlog Management and Cloud Computing Knowledge",10.1109/WICSA.2015.29,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158507,No,Yes,No,,
175,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,H. Abukwaik; M. Naab; D. Rombach,A Proactive Support for Conceptual Interoperability Analysis in Software Systems,10.1109/WICSA.2015.17,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158511,No,Yes,No,,
176,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,S. Barnett; R. Vasa; A. Tang,A Conceptual Model for Architecting Mobile Applications,10.1109/WICSA.2015.28,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158509,No,Yes,No,,
177,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,M. Soliman; M. Riebisch; U. Zdun,Enriching Architecture Knowledge with Technology Design Decisions,10.1109/WICSA.2015.14,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158515,No,Yes,No,,
178,2015 12th Working IEEE/IFIP Conference on [::Software::] [::Architecture::],2015,J. Y. Bang; N. Medvidovic,Proactive Detection of Higher-Order Software Design Conflicts,10.1109/WICSA.2015.15,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158517,Yes,Yes,Yes,,
179,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,M. Fu; L. Zhu; L. Bass; X. Xu,A Recoverability-Oriented Analysis for Operations on Cloud Applications,10.1109/WICSA.2014.14,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827109,No,Yes,No,,
180,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,K. E. Harper; A. Dagnino,Agile Software Architecture in Advanced Data Analytics,10.1109/WICSA.2014.16,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827125,No,Yes,No,,
181,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,E. J. Braude,Cumulative Software Architecture Development,10.1109/WICSA.2014.26,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827114,No,Yes,No,,
182,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,W. Seele; S. Syed; S. Brinkkemper,The Functional Architecture Modeling Method Applied on Web Browsers,10.1109/WICSA.2014.40,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827116,No,Yes,No,,
183,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,M. Galster; M. A. Babar,Empirical Study of Architectural Knowledge Management Practices,10.1109/WICSA.2014.28,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827124,No,Yes,No,,
184,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,E. Uusitalo; M. Raatikainen; M. Koskela; V. Myll??rniemi; T. M??nnist??,Lessons Learned from Safety-Critical Software-Based Automation Architectures of Nuclear Power Plants,10.1109/WICSA.2014.33,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827098,No,Yes,No,,
185,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,M. Vierhauser; R. Rabiser; P. Gr?¨nbacher; C. Danner; S. Wallner; H. Zeisel,A Flexible Framework for Runtime Monitoring of System-of-Systems Architectures,10.1109/WICSA.2014.12,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827101,No,Yes,No,,
186,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,L. Baresi; S. Guinea; V. P. L. Manna,Consistent Runtime Evolution of Service-Based Business Processes,10.1109/WICSA.2014.24,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827103,No,Yes,No,,
187,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,F. Faniyi; P. R. Lewis; R. Bahsoon; X. Yao,Architecting Self-Aware Software Systems,10.1109/WICSA.2014.18,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827105,No,Yes,No,,
188,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,B. Costa; P. F. Pires; F. C. Delicato; P. Merson,Evaluating a Representational State Transfer (REST) Architecture: What is the Impact of REST in My Architecture?,10.1109/WICSA.2014.29,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827107,No,Yes,No,,
189,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,T. Zernadji; C. Tibermacine; F. Cherif,Processing the Evolution of Quality Requirements of Web Service Orchestrations: A Pattern-Based Approach,10.1109/WICSA.2014.35,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827111,No,Yes,No,,
190,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,H. K. Dam; A. Reder; A. Egyed,Inconsistency Resolution in Merging Versions of Architectural Models,10.1109/WICSA.2014.31,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827113,No,Yes,No,,
191,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,M. A. Chauhan; M. A. Babar,Towards a Reference Architecture to Provision Tools as a Service for Global Software Development,10.1109/WICSA.2014.44,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827115,No,Yes,No,,
192,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,G. Sapienza; I. Crnkovic; P. Potena,Architectural Decisions for HW/SW Partitioning Based on Multiple Extra-Functional Properties,10.1109/WICSA.2014.19,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827117,No,Yes,No,,
193,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,M. A. Javed; U. Zdun,The Supportive Effect of Traceability Links in Architecture-Level Software Understanding: Two Controlled Experiments,10.1109/WICSA.2014.43,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827121,No,Yes,No,,
194,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,L. Chen; M. A. Babar,Towards an Evidence-Based Understanding of Emergence of Architecture through Continuous Refactoring in Agile Software Development,10.1109/WICSA.2014.45,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827119,No,Yes,No,,
195,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,D. Perovich; M. C. Bastarrica,Model-Based Formalization of Software Architecture Knowledge,10.1109/WICSA.2014.34,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827123,No,Yes,No,,
196,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,M. Babazadeh; C. Pautasso,The Stream Software Connector Design Space: Frameworks and Languages for Distributed Stream Processing,10.1109/WICSA.2014.42,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827093,No,Yes,No,,
197,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,A. Baroni; H. Muccini; I. Malavolta; E. Woods,Architecture Description Leveraging Model Driven Engineering and Semantic Wikis,10.1109/WICSA.2014.21,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827127,No,Yes,No,,
198,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,A. Syromiatnikov; D. Weyns,A Journey through the Land of Model-View-Design Patterns,10.1109/WICSA.2014.13,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827095,No,Yes,No,,
199,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,G. Procaccianti; P. Lago; G. A. Lewis,Green Architectural Tactics for the Cloud,10.1109/WICSA.2014.30,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827097,No,Yes,No,,
200,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,B. Weitzel; D. Rost; M. Scheffe,Sustaining Agility through Architecture: Experiences from a Joint Research and Development Laboratory,10.1109/WICSA.2014.38,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827100,No,Yes,No,,
201,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,S. d. S. Amorim; E. S. d. Almeida; J. D. McGregor,Scalability of Ecosystem Architectures,10.1109/WICSA.2014.36,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827099,No,Yes,No,,
202,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,I. Gonzalez-Herrera; J. Bourcier; E. Daubert; W. Rudametkin; O. Barais; F. Fouquet; J. J??z??quel,Scapegoat: An Adaptive Monitoring Framework for Component-Based Systems,10.1109/WICSA.2014.49,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827102,No,Yes,No,,
203,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,R. A. Ali; T. Bures; I. Gerostathopoulos; J. Keznikl; F. Plasil,Architecture Adaptation Based on Belief Inaccuracy Estimation,10.1109/WICSA.2014.20,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827104,No,Yes,No,,
204,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,R. Weinreich; G. Buchgeher,Automatic Reference Architecture Conformance Checking for SOA-Based Software Systems,10.1109/WICSA.2014.22,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827106,Yes,Yes,Yes,,
205,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,I. Krka; N. Medvidovic,Component-Aware Triggered Scenarios,10.1109/WICSA.2014.23,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827110,No,Yes,No,,
206,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,J. Knodel; M. Naab,Software Architecture Evaluation in Practice: Retrospective on More Than 50 Architecture Evaluations in Industry,10.1109/WICSA.2014.37,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827108,No,Yes,No,,
207,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,E. Y. Nakagawa; M. Guessi; J. C. Maldonado; D. Feitosa; F. Oquendo,"Consolidating a Process for the Design, Representation, and Evaluation of Reference Architectures",10.1109/WICSA.2014.25,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827112,No,Yes,No,,
208,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,K. Smiley; S. Mahate; P. Wood,"A Dynamic Software Product Line Architecture for Prepackaged Expert Analytics: Enabling Efficient Capture, Reuse and Adaptation of Operational Knowledge",10.1109/WICSA.2014.11,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827120,No,Yes,No,,
209,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,V. S. Rekhav; H. Muccini,A Study on Group Decision-Making in Software Architecture,10.1109/WICSA.2014.15,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827118,No,Yes,No,,
210,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,C. Manteuffel; D. Tofan; H. Koziolek; T. Goldschmidt; P. Avgeriou,Industrial Implementation of a Documentation Framework for Architectural Decisions,10.1109/WICSA.2014.32,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827122,No,Yes,No,,
211,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,D. A. Tamburri; P. Lago; C. Dorn; R. Hilliard,Architecting in Networked Organizations,10.1109/WICSA.2014.17,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827126,No,Yes,No,,
212,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,V. D. Bianco; V. Myll??rniemi; M. Komssi; M. Raatikainen,The Role of Platform Boundary Resources in Software Ecosystems: A Case Study,10.1109/WICSA.2014.41,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827094,No,Yes,No,,
213,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,A. Dragomir; H. Lichter; T. Budau,"Systematic Architectural Decision Management, A Process-Based Approach",10.1109/WICSA.2014.39,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827128,No,Yes,No,,
214,2014 IEEE/IFIP Conference on [::Software::] [::Architecture::],2014,A. Seriai; S. Sadou; H. Sahraoui; S. Hamza,Deriving Component Interfaces after a Restructuring of a Legacy System,10.1109/WICSA.2014.27,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827096,No,Yes,No,,
215,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,T. Keuler; S. Wagner; B. Winkler,Architecture-aware Programming in Agile Environments,10.1109/WICSA-ECSA.212.35,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337725,No,Yes,No,,
216,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,R. Weinreich; C. Miesbauer; G. Buchgeher; T. Kriechbaum,Extracting and Facilitating Architecture in Service-Oriented Software Systems,10.1109/WICSA-ECSA.212.16,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337764,Yes,Yes,Yes,,
217,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,E. Woods; R. Bashroush,Using an Architecture Description Language to Model a Large-Scale Information System -- An Industrial Experience Report,10.1109/WICSA-ECSA.212.37,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337727,No,Yes,No,,
218,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,W. Baelen; Y. Cai,Simulating Structural Design Evolution of Software,10.1109/WICSA-ECSA.212.41,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337731,No,Yes,No,,
219,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,J. Keznikl; T. Bureè≠; F. Pl?≠è≠il; M. Kit,Towards Dependable Emergent Ensembles of Components: The DEECo Component Model,10.1109/WICSA-ECSA.212.39,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337729,No,Yes,No,,
220,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,M. Galster; P. Avgeriou,A Variability Viewpoint for Enterprise Software Systems,10.1109/WICSA-ECSA.212.43,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337733,No,Yes,No,,
221,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,L. Bass; R. L. Nord,Understanding the Context of Architecture Evaluation Methods,10.1109/WICSA-ECSA.212.45,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337735,No,Yes,No,,
222,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,M. Astekin; H. S??zer,Utilizing Clone Detection for Domain Analysis of Simulation Systems,10.1109/WICSA-ECSA.212.47,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337737,Yes,Yes,Yes,,
223,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,V. Cortellessa; M. de Sanctis; A. di Marco; C. Trubiani,Enabling Performance Antipatterns to Arise from an ADL-based Software Architecture,10.1109/WICSA-ECSA.212.51,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337741,No,Yes,No,,
224,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,E. Y. Nakagawa; F. Oquendo; M. Becker,RAModel: A Reference Model for Reference Architectures,10.1109/WICSA-ECSA.212.49,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337739,No,Yes,No,,
225,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,N. Tausch; M. Philippsen; J. Adersberger,TracQL: A Domain-Specific Language for Traceability Analysis,10.1109/WICSA-ECSA.212.53,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337743,No,Yes,No,,
226,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,K. A. de Graaf; A. Tang; P. Liang; H. van Vliet,Ontology-based Software Architecture Documentation,10.1109/WICSA-ECSA.212.20,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337710,No,Yes,No,,
227,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,D. Van Landuyt; E. Truyen; W. Joosen,Documenting Early Architectural Assumptions in Scenario-Based Requirements,10.1109/WICSA-ECSA.212.55,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337745,No,Yes,No,,
228,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,U. van Heesch; P. Avgeriou; R. Hilliard,Forces on Architecture Decisions - A Viewpoint,10.1109/WICSA-ECSA.212.18,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337708,No,Yes,No,,
229,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,M. T. Su; E. Tempero; J. Hosking; J. Grundy,A Study of Architectural Information Foraging in Software Architecture Documents,10.1109/WICSA-ECSA.212.22,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337712,No,Yes,No,,
230,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,G. Edwards; Y. Brun; N. Medvidovic,Automated Analysis and Code Generation for Domain-Specific Models,10.1109/WICSA-ECSA.212.24,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337714,No,Yes,No,,
231,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,S. Kebir; A. Seriai; S. Chardigny; A. Chaoui,Quality-Centric Approach for Software Component Identification from Object-Oriented Code,10.1109/WICSA-ECSA.212.26,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337716,No,Yes,No,,
232,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,C. Miesbauer; R. Weinreich,Capturing and Maintaining Architectural Knowledge Using Context Information,10.1109/WICSA-ECSA.212.30,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337720,No,Yes,No,,
233,2012 Joint Working IEEE/IFIP Conference on [::Software::] [::Architecture::] and European Conference on [::Software::] [::Architecture::],2012,M. T. T. That; S. Sadou; F. Oquendo,Using Architectural Patterns to Define Architectural Decisions,10.1109/WICSA-ECSA.212.28,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337718,No,Yes,No,,
