ID,Conference,Year,Authors,Item Title,Item DOI,URL,MSR,SA,Included?,Ivano's notes,Mohamed?s answer
14,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,J. -G. Young; A. Casari; K. McLaughlin; M. Z. Trujillo; L. H??bert-Dufresne; J. P. Bagrow,Which contributions count? Analysis of attribution in open source,10.1109/MSR52588.2021.00036,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463079,Yes,No,No,,
15,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,Z. Codabux; M. Vidoni; F. H. Fard,Technical Debt in the Peer-Review Documentation of R Packages: a rOpenSci Case Study,10.1109/MSR52588.2021.00032,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463083,Yes,No,No,,
16,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,S. Gholamian; P. A. S. Ward,On the Naturalness and Localness of Software Logs,10.1109/MSR52588.2021.00028,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463117,Yes,No,No,,
17,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,A. Hora,Googling for Software Development: What Developers Search For and What They Find,10.1109/MSR52588.2021.00044,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463121,Yes,No,No,,
18,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,T. Wendland; J. Sun; J. Mahmud; S. M. H. Mansur; S. Huang; K. Moran; J. Rubin; M. Fazzini,Andror2: A Dataset of Manually-Reproduced Bug Reports for Android apps,10.1109/MSR52588.2021.00082,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463119,Yes,No,No,,
19,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,J. Pei; Y. Wu; Z. Qin; Y. Cong; J. Guan,Attention-based model for predicting question relatedness on Stack Overflow,10.1109/MSR52588.2021.00023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463123,Yes,No,No,,
20,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,A. Peruma; C. D. Newman,"On the Distribution of ""Simple Stupid Bugs"" in Unit Test Files: An Exploratory Study",10.1109/MSR52588.2021.00067,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463091,Yes,No,No,,
21,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,Q. Fournier; D. Aloise; S. V. Azhari; F. Tetreault,On Improving Deep Learning Trace Analysis with System Call Arguments,10.1109/MSR52588.2021.00025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463093,Yes,No,No,,
22,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,D. Vagavolu; V. Agrahari; S. Chimalakonda; A. S. M. Venigalla,GE526: A Dataset of Open-Source Game Engines,10.1109/MSR52588.2021.00083,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463127,Yes,No,No,,
23,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,M. Ciniselli; N. Cooper; L. Pascarella; D. Poshyvanyk; M. Di Penta; G. Bavota,An Empirical Study on the Usage of BERT Models for Code Completion,10.1109/MSR52588.2021.00024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463129,Yes,No,No,,
24,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,M. Kim; Y. Kim; E. Lee,Denchmark: A Bug Benchmark of Deep Learning-related Software,10.1109/MSR52588.2021.00070,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463133,Yes,No,No,,
25,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,G. Gharachorlu; N. Sumner,Leveraging Models to Reduce Test Cases in Software Repositories,10.1109/MSR52588.2021.00035,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463100,Yes,No,No,,
26,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,M. M. Imran; A. Ciborowska; K. Damevski,Automatically Selecting Follow-up Questions for Deficient Bug Reports,10.1109/MSR52588.2021.00029,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463135,Yes,No,No,,
27,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,N. Eskandani; G. Salvaneschi,The Wonderless Dataset for Serverless Computing,10.1109/MSR52588.2021.00075,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463099,Yes,No,No,,
28,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,A. Uch??a; C. Barbosa; D. Coutinho; W. Oizumi; W. K. G. Assun???úo; S. R. Vergilio; J. A. Pereira; A. Oliveira; A. Garcia,Predicting Design Impactful Changes in Modern Code Review: A Large-Scale Empirical Study,10.1109/MSR52588.2021.00059,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463137,Yes,Yes,Yes,Ok,
29,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,A. Khvorov; R. Vasiliev; G. Chernishev; I. M. Rodrigues; D. Koznov; N. Povarov,S3M: Siamese Stack (Trace) Similarity Measure,10.1109/MSR52588.2021.00038,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463141,Yes,No,No,,
30,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,K. Eng; A. Hindle,Revisiting Dockerfiles in Open Source Software Over Time,10.1109/MSR52588.2021.00057,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463072,Yes,No,No,,
31,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,S. S. Manes; O. Baysal,Studying the Change Histories of Stack Overflow and GitHub Snippets,10.1109/MSR52588.2021.00040,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463143,Yes,No,No,,
32,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,E. Mashhadi; H. Hemmati,Applying CodeBERT for Automated Program Repair of Java Simple Bugs,10.1109/MSR52588.2021.00063,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463106,Yes,No,No,,
33,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,A. -M. Chaniotaki; T. Sharma,Architecture Smells and Pareto Principle: A Preliminary Empirical Exploration,10.1109/MSR52588.2021.00031,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463110,Yes,Yes,Yes,Ok,
34,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,T. Kinsman; M. Wessel; M. A. Gerosa; C. Treude,How Do Software Developers Use GitHub Actions to Automate Their Workflows?,10.1109/MSR52588.2021.00054,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463074,Yes,No,No,,
35,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,G. Haben; S. Habchi; M. Papadakis; M. Cordy; Y. Le Traon,A Replication Study on the Usability of Code Vocabulary in Predicting Flaky Tests,10.1109/MSR52588.2021.00034,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463145,Yes,No,No,,
36,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,C. Gote; C. Zingg,gambit É?? An Open Source Name Disambiguation Tool for Version Control Systems,10.1109/MSR52588.2021.00021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463108,Yes,No,No,,
37,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,Z. Y. Ding; C. Le Goues,An Empirical Study of OSS-Fuzz Bugs,10.1109/MSR52588.2021.00026,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463112,Yes,No,No,,
38,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,M. Sridharan; M. Mantyla; L. Rantala; M. Claes,Data Balancing Improves Self-Admitted Technical Debt Detection,10.1109/MSR52588.2021.00048,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463080,Yes,No,No,,
39,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,S. Nielebock; P. Blockhaus; J. Kr?¨ger; F. Ortmeier,AndroidCompass: A Dataset of Android Compatibility Checks in Code Repositories,10.1109/MSR52588.2021.00069,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463151,Yes,No,No,,
40,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,S. Yitagesu; X. Zhang; Z. Feng; X. Li; Z. Xing,Automatic Part-of-Speech Tagging for Security Vulnerability Descriptions,10.1109/MSR52588.2021.00016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463114,Yes,No,No,,
41,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,F. Santos; I. Wiese; B. Trinkenreich; I. Steinmacher; A. Sarma; M. A. Gerosa,Can I Solve It? Identifying APIs Required to Complete OSS Tasks,10.1109/MSR52588.2021.00047,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463078,Yes,No,No,,
42,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,,Self-Admitted Technical Debt in R Packages: An Exploratory Study,10.1109/MSR52588.2021.00030,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463082,Yes,No,No,,
43,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,A. V. Kamienski; L. Palechor; C. -P. Bezemer; A. Hindle,PySStuBs: Characterizing Single-Statement Bugs in Popular Open-Source Python Projects,10.1109/MSR52588.2021.00066,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463149,Yes,No,No,,
44,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,S. Mondal; G. Uddin; C. K. Roy,Rollback Edit Inconsistencies in Developer Forum,10.1109/MSR52588.2021.00050,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463153,Yes,No,No,,
45,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,A. Imam; T. Dey; A. Nolte; A. Mockus; J. D. Herbsleb,The Secret Life of Hackathon Code Where does it come from and where does it go?,10.1109/MSR52588.2021.00020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463116,Yes,No,No,,
46,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,H. Tu; G. Papadimitriou; M. Kiran; C. Wang; A. Mandal; E. Deelman; T. Menzies,Mining Workflows for Anomalous Data Transfers,10.1109/MSR52588.2021.00013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463120,Yes,No,No,,
47,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,N. Sviridov; M. Evtikhiev; V. Kovalenko,TNM: A Tool for Mining of Socio-Technical Data from Git Repositories,10.1109/MSR52588.2021.00041,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463084,Yes,No,No,,
48,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,J. C?õndido; J. Haesen; M. Aniche; A. van Deursen,An Exploratory Study of Log Placement Recommendation in an Enterprise System,10.1109/MSR52588.2021.00027,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463118,Yes,No,No,,
49,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,A. Hora,What Code Is Deliberately Excluded from Test Coverage and Why?,10.1109/MSR52588.2021.00051,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463122,Yes,No,No,,
50,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,R. Malhotra; R. Kapoor; D. Aggarwal; P. Garg,Comparative Study of Feature Reduction Techniques in Software Change Prediction,10.1109/MSR52588.2021.00015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463086,Yes,No,No,,
51,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,H. Sellik; O. van Paridon; G. Gousios; M. Aniche,Learning Off-By-One Mistakes: An Empirical Study,10.1109/MSR52588.2021.00019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463090,Yes,No,No,,
52,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,D. Marcilio; C. A. Furia,How Java Programmers Test Exceptional Behavior,10.1109/MSR52588.2021.00033,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463092,Yes,No,No,,
53,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,A. Schuler; G. Kotsis,Mining API Interactions to Analyze Software Revisions for the Evolution of Energy Consumption,10.1109/MSR52588.2021.00043,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463126,Yes,No,No,,
54,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,O. Dabic; E. Aghajani; G. Bavota,Sampling Projects in GitHub for MSR Studies,10.1109/MSR52588.2021.00074,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463094,Yes,No,No,,
55,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,M. A. Al Alamin; S. Malakar; G. Uddin; S. Afroz; T. B. Haider; A. Iqbal,An Empirical Study of Developer Discussions on Low-Code Software Development Challenges,10.1109/MSR52588.2021.00018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463132,Yes,No,No,,
56,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,T. Durieux; C. Soto-Valero; B. Baudry,Duets: A Dataset of Reproducible Pairs of Java Library-Clients,10.1109/MSR52588.2021.00071,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463096,Yes,No,No,,
57,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,J. Latendresse; R. Abdalkareem; D. Elias Costa; E. Shihab,How Effective is Continuous Integration in Indicating Single-Statement Bugs?,10.1109/MSR52588.2021.00062,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463134,Yes,No,No,,
58,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,I. Malavolta; K. Chinnappan; S. Swanborn; G. A. Lewis; P. Lago,Mining the ROS ecosystem for Green Architectural Tactics in Robotics and an Empirical Evaluation,10.1109/MSR52588.2021.00042,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463098,Yes,Yes,Yes,Ok,
59,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,G. Fucci; N. Cassee; F. Zampetti; N. Novielli; A. Serebrenik; M. Di Penta,Waiting around or job half-done? Sentiment in self-admitted technical debt,10.1109/MSR52588.2021.00052,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463101,Yes,No,No,,
60,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,R. Opdebeeck; A. Zerouali; C. De Roover,Andromeda: A Dataset of Ansible Galaxy Roles and Their Evolution,10.1109/MSR52588.2021.00078,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463065,Yes,No,No,,
61,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,B. Mosolyg??; N. V?≠ndor; G. Antal; P. HegedèÒs,On the Rise and Fall of Simple Stupid Bugs: a Life-Cycle Analysis of SStuBs,10.1109/MSR52588.2021.00061,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463136,Yes,No,No,,
62,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,S. Badihi; Y. Li; J. Rubin,EqBench: A Dataset of Equivalent and Non-equivalent Program Pairs,10.1109/MSR52588.2021.00084,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463140,Yes,No,No,,
63,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,C. Pornprasit; C. K. Tantithamthavorn,"JITLine: A Simpler, Better, Faster, Finer-grained Just-In-Time Defect Prediction",10.1109/MSR52588.2021.00049,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463103,Yes,No,No,,
64,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,G. L. Scoccia; P. Migliarini; M. Autili,Challenges in Developing Desktop Web Apps: a Study of Stack Overflow and GitHub,10.1109/MSR52588.2021.00039,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463138,Yes,No,No,,
65,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,A. Zerouali; C. Vel?≠zquez-Rodr??guez; C. De Roover,Identifying Versions of Libraries used in Stack Overflow Code Snippets,10.1109/MSR52588.2021.00046,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463142,Yes,No,No,,
66,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,E. Spirin; E. Bogomolov; V. Kovalenko; T. Bryksin,PSIMiner: A Tool for Mining Rich Abstract Syntax Trees from Code,10.1109/MSR52588.2021.00014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463105,Yes,No,No,,
67,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,J. Jiarpakdee; C. K. Tantithamthavorn; J. Grundy,PractitionersÉ?? Perceptions of the Goals and Visual Explanations of Defect Prediction Models,10.1109/MSR52588.2021.00055,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463073,Yes,No,No,,
68,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,N. Rao; C. Bansal; J. Guan,Search4Code: Code Search Intent Classification Using Weak Supervision,10.1109/MSR52588.2021.00077,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463144,Yes,No,No,,
69,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,J. Hua; H. Wang,On the Effectiveness of Deep Vulnerability Detectors to Simple Stupid Bug Detection,10.1109/MSR52588.2021.00068,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463107,Yes,No,No,,
70,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,R. -H. Pfeiffer,Identifying Critical Projects via PageRank and Truck Factor,10.1109/MSR52588.2021.00017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463111,Yes,No,No,,
71,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,L. Yin; Z. Zhang; Q. Xuan; V. Filkov,Apache Software Foundation Incubator Project Sustainability Dataset,10.1109/MSR52588.2021.00081,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463075,Yes,No,No,,
72,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,M. Alghamdi; S. Hayashi; T. Kobayashi; C. Treude,Characterising the Knowledge about Primitive Variables in Java Code Comments,10.1109/MSR52588.2021.00058,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463146,Yes,No,No,,
73,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,A. Svyatkovskiy; S. Lee; A. Hadjitofi; M. Riechert; J. V. Franco; M. Allamanis,Fast and Memory-Efficient Neural Code Completion,10.1109/MSR52588.2021.00045,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463109,Yes,No,No,,
74,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,S. W. Flint; J. Chauhan; R. Dyer,Escaping the Time Pit: Pitfalls and Guidelines for Using Time-Based Git Data,10.1109/MSR52588.2021.00022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463113,Yes,No,No,,
75,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,M. Albonico; I. Malavolta; G. Pinto; E. Guzman; K. Chinnappan; P. Lago,Mining Energy-Related Practices in Robotics Software,10.1109/MSR52588.2021.00060,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463077,Yes,No,No,,
76,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,W. Li; X. Fu; H. Cai,AndroCT: Ten Years of App Call Traces in Android,10.1109/MSR52588.2021.00076,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463081,Yes,No,No,,
77,2021 IEEE/ACM 18th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2021,M. Alfadel; D. E. Costa; E. Shihab; M. Mkhallalati,On the Use of Dependabot Security Pull Requests,10.1109/MSR52588.2021.00037,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463148,Yes,No,No,,
78,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,J. Hayashi; Y. Higo; S. Matsumoto; S. Kusumoto,Impacts of Daylight Saving Time on Software Development,10.1109/MSR.2019.00076,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816815,Yes,No,No,,
79,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,A. Soni; S. Nadi,Analyzing Comment-Induced Updates on Stack Overflow,10.1109/MSR.2019.00044,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816785,Yes,No,No,,
80,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,M. Ahmad; M. ??. Cinn??ide,Impact of Stack Overflow Code Snippets on Software Cohesion: A Preliminary Study,10.1109/MSR.2019.00050,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816758,Yes,Yes,Yes,Ok,
81,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,A. Radu; S. Nadi,A Dataset of Non-Functional Bugs,10.1109/MSR.2019.00066,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816810,Yes,No,No,,
82,2019 IEEE/ACM 16th International Conference on [::Mining::] [::Software::] [::Repositories::] (MSR),2019,S. Baltes; C. Treude; S. Diehl,"SOTorrent: Studying the Origin, Evolution, and Usage of Stack Overflow Code Snippets",10.1109/MSR.2019.00038,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816778,Yes,No,No,,
